sku,name,price,stock,description
"SKU00000368","Headphones 222",4685.13,326,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000369","Keyboard 558",4256.4,140,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000370","Smartphone 928",3777.91,435,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000371","Printer 325",482.39,481,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000372","Tablet 931",4565.15,433,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000373","Mouse 508",4984.3,454,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000374","TV 409",201.84,268,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000375","Tablet 831",2995.22,279,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000376","Smartphone 348",2908.19,97,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000377","TV 183",4495.9,362,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000378","TV 155",4678.91,79,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000379","Drone 354",1153.61,415,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000380","Camera 695",4258.84,283,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000381","Console 494",2502.83,78,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000382","Keyboard 323",3685.66,35,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000383","Printer 489",3536.7,293,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000384","Router 125",922.81,153,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000385","Smartphone 622",1629.59,39,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000386","Drone 409",243.17,30,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000387","Smartwatch 376",1701.47,140,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000388","Smartwatch 249",1948.15,180,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000389","Drone 868",2094.55,205,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000390","Router 314",1791.56,334,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000391","Console 647",740.62,268,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000392","Camera 212",504.04,106,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000393","Tablet 460",3260.29,499,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000394","Keyboard 904",3884.18,337,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000395","Mouse 246",1045.83,110,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000396","Printer 899",3463.78,401,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000397","Mouse 449",2945.01,18,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000398","Headphones 355",4213.59,260,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000399","Keyboard 567",862.82,71,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000400","Speaker 512",4589.49,95,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000401","Monitor 563",2628.43,475,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000402","Tablet 420",4137.58,306,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000403","TV 459",3494.37,101,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000404","Printer 857",4467.52,173,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000405","Mouse 427",3072.9,489,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000406","Headphones 273",1054.11,108,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000407","Laptop 857",3200.19,267,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000408","Monitor 641",2164.57,276,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000409","Console 223",1598.77,383,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000410","TV 365",514.71,239,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000411","Headphones 585",1369.65,90,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000412","Console 840",149.31,150,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000413","Console 832",3251.06,26,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000414","TV 868",4050.49,320,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
"SKU00000415","Smartphone 310",2704.44,5,"High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. High quality product with advanced features. "
